0,1,2,3,4,5,6,7,8,9,10,11,12,13
21,4,1238,15,9,5,8,1,4,0,71,0,69,39
23,4,17895,9,12,4,4,1,4,0,71,0,47,39
33,2,11756,12,13,0,4,1,4,0,71,0,68,39
16,4,18860,9,12,5,10,1,4,1,71,0,34,39
14,4,19628,15,9,0,3,3,4,1,71,0,39,39
24,4,2381,12,13,6,10,1,4,0,71,0,54,39
43,4,10980,11,8,0,7,1,4,1,71,0,39,39
45,4,6873,12,13,4,6,1,4,1,71,0,39,39
33,4,6914,15,9,0,3,1,4,1,71,0,21,39
24,4,891,15,9,0,4,1,4,1,71,0,39,39
15,1,20415,8,10,4,13,3,2,1,71,0,39,39
40,4,10799,9,12,2,4,0,1,1,70,0,39,35
15,4,4874,13,0,2,7,5,1,0,70,0,39,1
6,4,11459,1,6,2,14,0,4,1,70,0,24,39
22,4,17958,11,8,2,1,0,4,1,70,0,23,39
5,4,12743,11,8,2,9,5,4,0,70,0,39,39
39,4,4304,9,12,2,4,0,4,1,70,0,39,39
26,6,19503,5,3,2,5,0,4,1,70,0,39,5
11,4,8803,6,4,2,12,0,4,1,70,0,39,39
4,6,4131,2,7,2,1,5,4,0,70,0,29,32
17,6,16374,11,8,2,5,0,4,1,70,0,85,39
15,4,12938,14,14,2,12,0,4,1,70,0,39,0
21,4,9164,9,12,2,14,0,4,1,70,0,39,39
10,4,20707,11,8,4,1,1,4,1,69,0,39,39
8,4,17196,11,8,4,12,1,4,1,69,0,41,39
8,4,8943,11,8,4,7,3,4,1,69,0,39,39
33,6,5097,9,12,4,3,1,4,1,69,0,44,39
32,4,9732,0,5,5,4,1,2,1,69,0,93,39
16,4,7994,11,8,4,6,3,4,1,69,0,39,39
5,8,18305,11,8,4,6,3,4,1,69,0,39,39
39,4,10315,15,9,6,4,1,4,1,69,0,59,39
17,4,8115,11,8,4,7,1,4,1,69,0,29,39
37,0,8181,11,8,0,0,1,4,0,69,0,24,39
8,4,7632,11,8,4,1,3,2,0,69,0,39,33
3,4,9248,15,9,4,8,2,4,0,69,0,24,39
21,6,5660,11,8,2,3,0,4,1,68,0,34,39
38,4,15581,11,8,2,12,0,4,1,68,0,39,39
23,4,7373,8,10,2,13,0,4,1,68,0,39,39
36,4,12113,15,9,2,1,5,4,0,68,0,39,39
38,4,20429,11,8,2,3,0,4,1,68,0,39,39
33,4,2578,11,8,2,3,0,4,1,68,0,39,0
28,5,859,9,12,2,5,0,4,1,68,0,34,39
21,4,459,8,10,2,3,0,4,1,68,0,39,39
36,6,9829,5,3,2,4,0,4,1,68,0,49,12
29,4,21331,11,8,2,7,0,2,1,68,0,39,39
25,4,16452,11,8,2,7,0,4,1,68,0,47,39
34,4,19275,11,8,2,4,0,4,1,68,0,54,39
26,4,18643,11,8,2,7,0,2,1,68,0,39,39
30,2,16866,11,8,2,8,0,4,1,68,0,39,39
34,1,18463,11,8,2,3,0,4,1,68,0,39,39
14,4,10738,7,11,2,12,0,4,1,68,0,44,39
13,4,4754,12,13,2,1,0,4,1,68,0,39,39
27,4,3767,0,5,2,7,0,4,1,68,0,59,39
12,4,7323,9,12,2,6,0,2,1,68,0,76,0
31,4,16092,9,12,2,12,0,4,1,68,0,49,39
34,4,5878,11,8,2,7,0,4,1,68,0,39,39
18,4,857,9,12,2,4,0,4,1,68,0,46,39
31,4,7133,11,8,2,7,0,4,1,68,0,39,39
24,4,8237,9,12,2,4,0,4,1,68,0,49,39
37,6,15805,12,13,2,12,0,4,1,68,0,44,39
14,4,4744,11,8,2,7,5,4,0,68,0,39,39
27,4,5593,7,11,2,4,0,4,1,68,0,44,39
34,1,2511,10,15,2,10,0,4,1,68,0,51,39
44,0,8567,9,12,2,0,0,4,1,68,0,14,39
46,4,10595,1,6,2,11,0,4,1,68,0,36,39
34,4,356,1,6,2,12,0,4,1,68,0,29,39
18,4,13581,11,8,2,1,5,4,0,68,0,34,39
35,4,13160,11,8,2,7,0,4,1,68,0,39,39
7,4,5410,11,8,2,6,0,4,1,68,0,39,39
16,4,12251,11,8,2,4,0,4,1,68,0,59,39
27,2,15765,8,10,2,14,0,4,1,68,0,39,39
40,6,17952,9,12,2,4,0,4,1,68,0,12,39
30,4,19103,11,8,2,12,0,4,1,68,0,44,39
27,4,10970,7,11,2,12,0,4,1,68,0,39,39
28,4,5644,12,13,2,4,0,4,1,68,0,39,39
20,4,14366,8,10,2,3,0,4,1,68,0,43,39
14,4,15707,15,9,2,3,0,4,1,68,0,49,39
36,7,7861,8,10,2,10,0,4,1,68,0,39,39
17,4,13622,8,10,2,10,0,4,1,68,0,49,39
12,4,1611,11,8,2,8,5,4,0,68,0,39,39
36,2,14190,15,9,2,11,0,4,1,68,0,39,39
27,2,12035,12,13,2,10,5,4,0,68,0,39,39
31,4,21090,11,8,2,1,0,4,1,68,0,44,39
17,7,10233,15,9,2,10,0,2,1,68,0,39,39
27,4,9122,15,9,2,3,0,4,1,68,0,54,39
12,6,4229,15,9,2,4,2,4,1,68,0,44,39
34,2,19700,11,8,2,3,0,4,1,68,0,39,39
20,4,14077,11,8,2,4,0,4,1,68,0,44,39
17,4,9374,15,9,2,12,5,4,0,68,0,19,39
23,4,2375,15,9,2,12,0,4,1,68,0,49,39
29,4,17079,15,9,2,3,0,4,1,68,0,37,39
20,6,11476,15,9,2,4,0,4,1,68,0,49,39
19,6,6919,9,12,2,4,0,4,1,68,0,49,39
14,4,18840,8,10,2,3,0,4,1,68,0,39,26
36,4,2372,12,13,2,10,0,1,1,68,0,39,19
29,6,1584,11,8,2,5,0,4,1,68,0,68,39
15,4,5895,15,9,2,12,0,4,1,68,0,49,39
21,4,8584,11,8,2,3,0,2,1,68,0,47,39
26,2,5493,15,9,2,13,0,4,1,68,0,93,39
36,4,6542,11,8,2,8,0,2,1,68,0,29,39
28,4,18062,8,10,2,3,0,4,1,68,0,37,39
24,4,20978,8,10,2,12,0,4,1,68,0,59,39
46,4,5347,15,9,2,10,0,4,1,68,0,39,39
25,6,2337,8,10,2,14,0,4,1,68,0,76,39
23,4,6475,15,9,2,7,0,4,1,68,0,49,39
7,4,21456,11,8,4,4,2,4,1,67,0,49,39
4,4,16460,15,9,4,4,1,4,0,67,0,39,39
15,4,5185,15,9,4,1,1,4,0,67,0,49,39
39,4,11850,7,11,0,1,4,4,0,67,0,39,39
18,6,460,15,9,5,5,1,4,1,67,0,59,39
26,4,1954,11,8,5,8,1,4,0,67,0,39,39
14,4,20117,9,12,4,12,1,4,1,67,0,49,39
39,4,9292,11,8,0,10,1,4,0,67,0,39,39
6,4,13731,15,9,4,13,1,4,0,67,0,39,39
4,4,31,11,8,4,12,3,4,0,67,0,39,39
8,4,18892,9,12,4,4,1,4,1,67,0,34,39
14,4,11419,11,8,4,3,3,4,1,67,0,39,39
10,7,7178,9,12,4,10,1,4,0,67,0,39,39
20,4,7263,8,10,4,1,1,3,0,67,0,34,39
2,4,14627,11,8,4,12,1,4,1,67,0,47,39
6,4,601,15,9,4,14,1,4,1,67,0,39,39
11,2,6690,9,12,4,1,1,2,0,67,0,59,39
37,7,6840,2,7,4,8,3,4,1,67,0,39,39
19,4,4548,11,8,0,7,1,4,1,67,0,39,39
8,4,7751,11,8,4,8,2,1,1,67,0,59,0
11,4,20284,15,9,2,12,5,4,0,66,0,24,39
42,4,7449,15,9,2,12,0,4,1,66,0,39,39
41,7,4742,10,15,2,10,0,1,1,66,0,39,19
26,4,7730,15,9,2,1,5,4,0,66,0,14,39
22,4,11281,11,8,2,12,0,4,1,66,0,37,39
9,4,8865,9,12,2,12,0,4,1,66,0,49,39
46,4,7224,11,8,2,12,0,4,1,66,0,39,39
15,2,14218,11,8,2,14,5,4,0,66,0,21,39
30,4,9517,11,8,2,6,0,4,1,66,0,59,39
18,4,301,15,9,2,3,0,4,1,66,0,34,39
21,1,5788,9,12,2,10,0,4,1,66,0,39,39
35,5,10278,0,5,2,12,0,4,1,66,0,44,39
15,6,2397,11,8,2,5,0,4,1,66,0,39,39
18,4,6089,15,9,2,12,0,4,1,66,0,39,39
37,4,15350,11,8,2,12,0,4,1,66,0,54,39
32,4,1082,9,12,2,12,0,4,1,66,0,43,39
23,4,18761,5,3,2,12,0,4,1,66,0,39,39
23,4,7410,4,2,2,8,0,3,1,66,0,39,26
26,4,21265,15,9,2,3,0,4,1,66,0,37,39
14,2,10099,9,12,2,7,0,4,1,66,0,39,0
33,2,1527,15,9,2,3,0,4,1,66,0,54,39
29,4,10690,11,8,2,3,0,2,1,66,0,39,39
10,1,12338,7,11,2,1,0,4,1,66,0,39,8
17,4,769,15,9,2,14,0,4,1,66,0,39,39
44,2,10511,10,15,2,4,0,4,1,66,0,39,39
38,4,14838,11,8,2,12,0,4,1,66,0,39,39
16,1,18025,15,9,2,13,5,4,0,66,0,39,39
14,0,10732,9,12,2,0,5,4,0,66,0,29,2
15,4,18793,9,12,2,4,0,4,1,66,0,49,39
32,4,18166,11,8,2,7,0,4,1,66,0,49,39
19,4,16982,11,8,2,3,0,4,1,66,0,39,39
25,4,12195,11,8,2,12,0,4,1,66,0,39,39
13,4,17550,8,10,2,12,0,4,1,66,0,39,39
21,6,19552,11,8,2,3,0,4,1,66,0,39,39
9,4,1026,15,9,2,4,0,4,1,66,0,49,39
30,4,10345,9,12,2,12,0,4,1,66,0,59,39
30,4,12779,8,10,2,1,0,4,1,66,0,39,39
34,4,3080,8,10,2,8,0,4,1,66,0,54,39
11,4,18071,11,8,2,14,0,4,1,66,0,44,39
17,2,8185,11,8,2,11,0,4,1,66,0,49,39
29,4,17745,11,8,2,5,0,4,1,66,0,54,39
28,4,17843,11,8,2,14,0,3,1,66,0,39,39
30,0,9884,11,8,2,0,0,4,1,65,0,39,0
24,4,11393,15,9,2,12,0,4,1,65,0,39,39
21,4,21098,2,7,2,8,0,4,1,65,0,39,39
12,4,11020,1,6,2,3,0,4,1,65,0,49,39
33,4,9057,7,11,2,12,5,4,0,65,0,39,39
28,4,11961,11,8,2,8,0,4,1,65,0,39,39
24,2,4176,15,9,2,14,0,4,1,65,0,39,39
6,4,13564,11,8,2,7,5,4,0,65,0,39,39
42,4,19421,0,5,2,6,0,4,1,65,0,39,39
21,4,19151,5,3,2,5,0,4,1,65,0,79,32
9,4,13501,11,8,2,4,0,4,1,65,0,44,39
18,4,7431,11,8,2,10,5,4,0,65,0,34,39
10,4,15857,1,6,2,6,0,4,1,65,0,39,39
44,0,15029,3,1,2,0,0,4,1,65,0,19,26
19,0,1701,8,10,2,0,5,4,0,64,0,7,39
28,1,18598,8,10,2,11,0,4,1,64,0,39,39
15,4,11350,14,14,2,10,0,4,1,64,0,39,39
19,4,8518,11,8,2,3,0,4,1,64,0,54,39
26,4,10299,11,8,2,6,0,4,1,64,0,39,39
42,4,11857,1,6,2,8,5,4,0,64,0,27,39
10,4,7950,11,8,2,14,0,4,1,64,0,34,39
7,4,12381,9,12,2,10,0,4,1,64,0,39,39
17,4,848,11,8,2,3,0,4,1,64,0,45,39
14,4,13941,11,8,2,12,0,4,1,64,0,39,39
14,4,2211,15,9,2,10,5,4,0,64,0,39,39
15,4,13458,11,8,2,6,5,2,0,64,0,39,39
25,4,20905,15,9,2,7,0,4,1,64,0,39,39
21,4,902,9,12,2,8,0,4,1,64,0,68,39
41,4,15922,8,10,2,4,0,4,1,64,0,39,39
34,4,4003,5,3,2,4,0,0,1,64,0,46,39
34,7,4358,11,8,2,1,5,4,0,64,0,39,39
27,4,4491,12,13,2,1,0,4,1,64,0,49,39
6,4,12052,11,8,2,1,5,4,0,64,0,39,39
10,4,11528,15,9,2,13,0,4,1,64,0,39,39
18,4,7229,15,9,2,1,5,4,0,64,0,26,39
16,4,1806,11,8,2,14,0,4,1,64,0,39,39
11,2,19058,11,8,2,11,0,4,1,64,0,39,39
25,6,18881,11,8,2,12,0,4,1,64,0,44,39
16,2,7921,15,9,2,11,0,4,1,64,0,39,39
4,4,8854,0,5,2,8,0,4,1,64,0,39,39
17,4,15111,8,10,2,1,0,4,1,64,0,44,39
14,5,16479,9,12,2,12,0,4,1,64,0,49,39
34,4,18625,15,9,2,14,0,4,1,64,0,39,39
18,6,3230,15,9,2,4,0,4,1,64,0,59,39
19,6,733,8,10,2,5,0,4,1,64,0,72,39
41,2,13879,11,8,2,11,0,4,1,64,0,39,39
37,7,5871,11,8,5,1,4,2,0,63,0,34,39
20,4,17377,11,8,4,6,4,4,0,63,0,39,27
11,1,21397,15,9,4,1,4,2,0,63,0,39,39
15,7,12778,15,9,4,11,4,2,0,63,0,39,39
15,4,19861,11,8,0,1,4,4,1,63,0,39,39
15,4,17059,15,9,5,13,4,2,0,63,0,39,39
52,5,2330,9,12,2,7,0,4,1,62,0,29,39
50,0,11970,11,8,2,0,0,4,1,62,0,10,39
48,4,4980,7,11,2,4,0,4,1,62,0,39,39
48,0,10404,11,8,2,0,0,0,1,62,0,39,39
51,4,7302,11,8,2,1,0,4,1,62,0,39,39
60,2,10257,9,12,2,1,0,4,1,62,0,13,39
48,6,5171,9,12,2,12,0,4,1,62,0,9,39
20,4,21614,6,4,2,6,0,4,1,61,0,49,26
3,4,749,11,8,2,3,0,4,1,61,0,34,39
15,4,20612,11,8,2,3,0,4,1,61,0,39,39
43,4,3160,14,14,2,10,0,4,1,61,0,15,39
33,6,10177,10,15,2,10,0,4,1,61,0,39,39
41,4,18192,6,4,2,7,0,2,1,61,0,39,39
16,4,8788,11,8,2,6,0,4,1,61,0,39,39
3,4,12146,11,8,2,1,0,4,1,61,0,49,39
4,0,16748,15,9,2,0,5,4,0,61,0,39,39
5,0,8073,15,9,2,0,5,4,0,61,0,34,39
35,4,15082,11,8,2,7,0,3,1,61,0,39,4
31,4,20173,3,1,2,5,0,4,1,61,0,49,26
18,4,21416,1,6,5,14,1,2,1,60,0,39,39
16,4,1106,15,9,4,10,1,4,0,60,0,15,39
19,4,6400,9,12,0,1,1,4,0,60,0,39,39
33,1,9076,1,6,4,12,1,2,0,60,0,39,39
6,4,11998,15,9,4,1,1,4,0,60,0,39,39
47,0,15633,1,6,6,0,1,4,0,60,0,34,39
4,4,7611,11,8,4,6,1,4,1,60,0,49,39
8,4,1102,9,12,4,10,1,4,1,60,0,29,39
27,4,20735,11,8,0,12,1,4,1,60,0,49,39
24,6,3258,11,8,0,12,1,4,1,60,0,44,39
12,2,20843,7,11,4,1,1,4,1,60,0,39,39
29,4,17123,11,8,4,6,3,4,1,60,0,29,39
15,4,20923,3,1,4,3,1,4,1,60,0,39,13
7,4,4115,9,12,4,13,1,4,0,60,0,39,39
44,4,6254,11,8,2,7,0,4,1,59,0,39,39
57,0,19434,6,4,2,0,0,4,1,59,0,39,39
46,4,17221,11,8,2,1,5,4,0,59,0,39,39
47,2,15499,11,8,2,6,0,4,1,59,0,39,39
56,4,15817,11,8,2,7,0,4,1,59,0,39,9
20,4,16654,8,10,2,1,0,4,1,59,0,39,39
55,4,5269,15,9,2,10,0,4,1,59,0,19,39
49,1,1391,0,5,2,3,0,4,1,59,0,39,39
22,0,8315,12,13,2,0,5,1,0,58,0,39,0
22,4,6307,9,12,2,12,0,4,1,58,0,39,39
21,4,13105,11,8,2,12,0,4,1,58,0,39,4
15,4,13569,15,9,2,4,0,4,1,58,0,39,39
23,0,20943,11,8,2,0,5,2,0,58,0,19,39
24,7,14903,11,8,2,1,0,4,1,58,0,39,39
19,0,14128,11,8,2,0,0,4,1,58,0,29,39
9,4,18299,11,8,2,7,0,4,1,58,0,47,39
12,6,2378,11,8,2,5,0,4,1,58,0,39,39
21,7,20024,11,8,2,1,0,4,1,58,0,39,39
10,4,16970,11,8,2,12,5,4,0,58,0,39,39
22,7,1175,11,8,2,1,5,1,0,58,0,19,39
37,4,305,11,8,2,12,0,4,1,58,0,39,39
20,4,13845,11,8,2,7,0,4,1,58,0,49,39
14,4,7717,8,10,2,3,0,4,1,58,0,37,39
21,6,11005,11,8,2,8,0,4,1,58,0,76,22
14,2,13569,15,9,2,11,0,4,1,58,0,44,39
29,4,16088,11,8,2,3,0,4,1,58,0,39,39
20,4,15482,15,9,2,7,0,4,1,58,0,39,39
13,4,7821,4,2,2,7,0,4,1,58,0,39,26
15,4,11004,15,9,2,7,0,4,1,58,0,39,39
19,4,5151,0,5,2,7,3,4,0,58,0,39,39
38,4,7115,9,12,2,1,5,4,0,58,0,39,39
19,6,17517,15,9,2,5,0,4,1,57,0,7,39
58,6,485,11,8,2,5,0,4,1,57,0,39,39
54,0,16206,15,9,2,0,0,4,1,56,0,29,39
53,4,17424,11,8,2,12,0,4,1,56,0,39,39
54,0,4552,15,9,2,0,0,4,1,56,0,19,39
49,2,10430,11,8,2,4,0,4,1,56,0,19,39
8,0,16747,8,10,4,0,3,4,0,55,0,39,39
16,4,13422,0,5,5,8,4,4,0,55,0,34,39
12,4,17772,7,11,0,12,4,4,0,55,0,39,39
8,4,12292,15,9,4,12,3,2,0,55,0,29,39
12,0,19364,1,6,0,0,1,4,0,55,0,47,39
10,7,16157,15,9,2,14,0,4,1,54,0,39,39
27,4,12039,8,10,2,3,0,4,1,54,0,39,39
45,0,14764,5,3,2,0,0,4,1,54,0,49,39
22,4,18165,6,4,2,8,5,2,0,54,0,33,39
45,0,3499,8,10,2,0,0,4,1,54,0,39,39
34,4,7594,11,8,2,1,5,2,0,54,0,37,39
23,6,1789,11,8,2,3,0,4,1,54,0,39,39
12,4,15252,9,12,2,3,0,4,1,54,0,44,39
30,2,6880,1,6,2,14,0,4,1,54,0,39,8
20,4,14366,9,12,2,4,2,4,1,54,0,46,39
13,4,2469,11,8,2,3,3,1,1,54,0,39,39
33,4,8426,5,3,2,3,0,4,1,54,0,39,39
27,7,3594,15,9,2,4,0,4,1,54,0,39,39
11,4,11738,11,8,2,3,0,4,1,54,0,39,39
9,4,16415,1,6,2,4,0,4,1,54,0,39,39
24,4,21026,4,2,2,5,0,4,1,54,0,39,26
44,4,10546,4,2,2,6,0,4,1,54,0,44,39
29,4,9551,11,8,2,7,0,4,1,54,0,34,13
39,6,12868,6,4,2,4,2,4,1,54,0,49,4
47,0,7465,15,9,2,0,0,4,1,54,0,14,39
21,6,8796,11,8,2,3,0,4,1,54,0,24,39
38,4,6517,11,8,2,14,0,2,1,54,0,39,23
12,4,20786,15,9,2,4,0,4,1,54,0,68,26
16,4,2009,11,8,2,3,0,4,1,54,0,39,39
34,4,5760,15,9,6,10,1,4,0,53,0,39,39
8,4,14512,11,8,0,3,1,4,1,53,0,44,39
32,4,1532,15,9,0,7,1,4,1,53,0,44,39
28,1,17224,11,8,4,14,1,2,1,53,0,39,39
28,4,19137,11,8,4,1,1,4,1,53,0,39,39
17,4,10728,11,8,0,3,1,4,1,53,0,34,39
7,4,10812,15,9,4,1,3,4,0,53,0,51,6
26,4,14301,9,12,3,10,1,4,1,53,0,39,39
41,4,7010,11,8,0,7,1,4,1,53,0,29,39
9,1,3558,15,9,4,3,1,4,1,53,0,39,39
12,4,8490,11,8,4,7,1,4,1,53,0,39,7
30,5,10062,9,12,4,12,1,4,1,53,0,59,39
30,4,10960,11,8,0,4,1,0,0,53,0,44,39
31,4,19656,15,9,0,14,1,4,1,53,0,52,39
9,4,5610,9,12,4,3,1,4,1,53,0,39,39
14,7,11519,7,11,4,1,1,4,0,53,0,34,39
5,4,18560,15,9,4,8,1,4,1,53,0,39,39
21,4,1571,9,12,0,4,1,4,1,53,0,39,39
4,4,11623,11,8,4,6,1,4,1,53,0,59,39
43,4,6215,15,9,0,10,4,4,1,53,0,41,39
34,2,13592,14,14,4,10,1,4,1,53,0,39,39
14,4,12016,9,12,4,13,1,4,1,53,0,59,39
12,4,8329,9,12,4,12,1,4,0,53,0,44,39
32,4,18964,15,9,0,4,1,4,1,53,0,49,39
18,4,16004,11,8,4,8,1,4,1,53,0,49,39
14,4,17770,11,8,4,4,1,4,1,53,0,39,39
11,4,15092,15,9,4,10,1,2,0,53,0,49,39
31,4,16064,15,9,0,3,1,4,1,53,0,39,39
23,4,14529,12,13,4,10,1,4,0,53,0,39,39
25,4,20568,11,8,4,3,1,4,1,53,0,39,39
16,4,21151,11,8,4,12,1,4,1,53,0,49,39
24,4,7954,8,10,0,13,1,4,0,53,0,39,39
23,4,9240,8,10,0,13,1,4,1,53,0,39,39
10,4,18675,7,11,4,4,1,4,1,53,0,39,39
19,4,585,15,9,0,12,1,4,0,53,0,44,39
8,4,16022,9,12,4,12,1,4,1,53,0,47,39
8,4,19961,9,12,4,12,1,4,1,53,0,39,39
8,4,9211,9,12,4,4,1,4,0,53,0,39,39
10,2,2234,9,12,4,10,1,0,0,53,0,42,39
10,4,17811,11,8,4,3,1,2,1,53,0,39,39
9,4,4524,11,8,4,3,3,4,1,53,0,39,39
31,6,4573,15,9,0,12,1,4,0,53,0,59,39
29,5,16505,11,8,3,5,1,4,1,53,0,44,39
27,6,11073,9,12,0,4,1,4,0,53,0,39,39
13,4,12251,15,9,4,10,3,4,1,53,0,49,39
6,4,3343,9,12,4,13,3,4,0,53,0,39,39
29,4,2179,15,9,0,14,3,4,1,53,0,54,39
12,4,5052,9,12,4,4,3,4,0,53,0,9,39
25,2,16014,15,9,0,13,1,4,0,53,0,39,39
24,4,18881,11,8,4,3,1,4,1,53,0,49,39
35,4,5058,11,8,0,3,1,4,1,53,0,39,39
29,7,19067,8,10,0,13,1,4,0,53,0,41,39
42,4,7975,15,9,5,1,2,4,1,53,0,39,39
50,6,5220,11,8,0,4,1,4,0,52,0,15,39
49,1,1003,8,10,6,8,4,2,0,52,0,39,39
49,2,20254,10,15,0,10,1,4,0,52,0,39,39
56,1,6179,15,9,6,13,1,4,0,52,0,39,39
51,4,11821,12,13,4,10,1,4,0,52,0,39,39
52,6,3381,0,5,3,5,1,4,1,52,0,44,39
37,4,10907,15,9,2,12,0,4,1,51,0,49,39
14,4,16042,6,4,2,7,0,4,1,51,0,39,26
28,6,15608,15,9,2,4,0,0,1,51,0,39,39
21,4,9436,11,8,2,7,0,4,1,51,0,44,39
20,4,12201,11,8,2,3,3,4,1,51,0,39,39
24,4,17629,15,9,2,13,0,2,1,51,0,39,39
20,6,2487,9,12,2,12,0,1,1,51,0,74,40
47,2,13026,11,8,2,3,0,4,1,51,0,39,39
30,2,2785,9,12,2,10,0,4,1,51,0,39,39
12,4,10912,11,8,2,7,0,4,1,51,0,47,21
40,6,1875,15,9,2,3,0,4,1,51,0,39,39
8,4,19249,15,9,2,11,0,4,1,51,0,39,39
34,6,5430,11,8,2,3,0,4,1,51,0,59,39
11,4,2232,8,10,2,8,2,4,0,51,0,39,39
28,4,17224,11,8,2,7,0,2,1,51,0,34,39
20,4,2734,6,4,2,8,0,4,1,51,0,39,39
27,4,21628,11,8,2,6,5,4,0,51,0,29,39
22,4,16581,9,12,2,13,0,1,1,51,0,39,0
36,4,7818,15,9,2,7,0,4,1,51,0,39,39
27,6,12147,11,8,2,3,0,4,1,51,0,49,39
33,4,16952,11,8,2,7,5,4,0,51,0,39,8
33,4,8561,11,8,2,7,0,4,1,51,0,46,39
34,4,17603,11,8,2,7,0,2,1,51,0,39,39
43,4,5692,5,3,2,7,0,4,1,51,0,39,31
18,4,10573,11,8,2,3,0,4,1,51,0,39,39
23,2,8017,11,8,2,8,2,4,1,51,0,39,39
25,4,5998,9,12,2,4,0,4,1,51,0,39,39
20,6,10921,11,8,2,10,0,4,1,51,0,29,39
43,6,3529,15,9,2,14,0,4,1,51,0,45,39
14,6,16895,8,10,2,4,0,4,1,51,0,49,39
35,2,403,15,9,2,11,0,4,1,51,0,41,39
19,6,10494,11,8,2,10,5,4,0,51,0,39,39
19,4,15941,15,9,2,3,0,4,1,51,0,49,8
21,6,15959,15,9,2,10,0,4,1,51,0,49,39
13,6,5025,8,10,2,12,0,4,1,51,0,59,11
14,4,4617,11,8,2,5,0,4,1,51,0,44,39
29,6,4003,15,9,2,4,0,4,1,51,0,39,39
16,4,9416,9,12,2,10,0,4,1,50,0,46,39
20,4,11271,1,6,2,7,0,4,1,50,0,43,39
33,4,21617,11,8,2,7,0,4,1,50,0,39,39
24,4,5427,9,12,2,3,0,4,1,50,0,39,39
9,4,9153,15,9,2,13,0,4,1,50,0,39,39
34,4,5607,8,10,2,3,0,4,1,50,0,49,39
16,4,8154,11,8,2,12,0,4,1,50,0,39,39
19,4,99,11,8,2,3,0,4,1,50,0,39,39
22,4,6172,11,8,2,12,0,4,1,50,0,43,39
34,4,15523,11,8,2,6,0,4,1,50,0,39,39
19,4,6415,9,12,2,10,0,4,1,50,0,44,39
31,4,15382,15,9,2,12,0,4,1,50,0,39,39
15,4,700,11,8,2,4,0,4,1,50,0,54,39
33,4,2414,11,8,2,3,0,4,1,50,0,39,39
33,4,2338,8,10,2,14,0,4,1,50,0,54,39
24,6,5634,15,9,2,7,0,4,1,50,0,39,39
35,4,3813,7,11,2,12,0,4,1,50,0,47,39
27,4,7943,9,12,2,1,0,4,1,50,0,39,39
39,4,10088,11,8,2,3,0,4,1,50,0,39,39
20,5,1025,15,9,2,4,0,4,1,50,0,49,39
18,6,10678,11,8,2,3,0,4,1,50,0,39,39
17,0,19802,8,10,2,0,0,4,1,50,0,59,39
45,4,5692,9,12,2,10,0,4,1,50,0,39,39
26,4,5146,9,12,2,4,0,4,1,50,0,39,39
11,4,14104,9,12,2,4,0,4,1,50,0,39,39
26,4,3805,8,10,2,4,0,4,1,50,0,47,39
40,4,18188,9,12,2,10,0,4,1,50,0,39,39
30,4,19436,15,9,2,7,0,1,1,50,0,39,30
33,4,8375,8,10,2,13,0,4,1,50,0,39,39
16,6,1941,8,10,2,10,5,4,0,50,0,49,39
37,4,6970,15,9,2,3,0,4,1,50,0,39,11
30,4,665,9,12,2,4,0,4,1,50,0,59,39
16,4,7799,9,12,2,10,0,4,1,50,0,42,39
35,4,15044,14,14,2,10,5,4,0,50,0,29,39
22,4,18456,15,9,2,12,0,4,1,50,0,49,39
38,4,4323,11,8,2,6,0,4,1,50,0,39,39
40,4,13798,9,12,2,10,0,4,1,50,0,49,39
23,4,14470,10,15,2,4,0,1,1,50,0,39,19
43,7,12112,12,13,2,4,5,4,0,50,0,39,39
9,2,15794,11,8,2,11,0,4,1,50,0,39,39
19,4,10646,8,10,2,7,0,4,1,50,0,39,39
15,4,13227,11,8,2,4,0,4,1,50,0,39,39
22,5,19285,11,8,2,4,0,4,1,50,0,59,39
34,6,17357,7,11,2,12,0,4,1,50,0,29,39
10,4,14490,15,9,2,10,0,4,1,50,0,49,39
24,7,18021,15,9,2,1,5,4,0,50,0,39,39
44,4,8594,12,13,2,12,0,4,1,50,0,49,39
21,4,20363,0,5,2,3,0,4,1,50,0,39,39
23,6,9130,12,13,2,12,0,4,1,50,0,49,39
26,4,19899,15,9,2,12,0,4,1,50,0,39,39
29,4,675,15,9,2,14,0,4,1,50,0,39,39
37,4,9400,9,12,2,12,0,4,1,50,0,39,39
19,4,1927,9,12,2,13,0,4,1,50,0,41,39
32,4,1759,11,8,2,3,0,4,1,50,0,44,39
35,4,13698,15,9,2,4,0,4,1,50,0,54,39
38,4,3979,11,8,2,3,0,4,1,50,0,39,39
21,6,7451,9,12,2,10,0,1,1,50,0,59,39
22,4,17535,9,12,2,4,0,4,1,50,0,49,39
42,4,16596,15,9,2,14,0,4,1,50,0,34,39
17,4,10050,9,12,2,4,0,4,1,50,0,54,39
25,4,2725,15,9,2,3,0,4,1,50,0,44,39
29,4,20886,15,9,2,3,0,4,1,50,0,59,39
36,6,8502,11,8,2,3,0,2,1,50,0,69,39
34,6,8262,11,8,2,5,0,4,1,50,0,59,39
17,4,12545,15,9,2,13,0,4,1,50,0,39,39
18,6,953,8,10,2,5,0,4,1,50,0,54,39
34,4,7407,15,9,2,3,0,4,1,50,0,47,39
33,6,8280,7,11,2,7,0,4,1,50,0,39,39
